run_id,source_file,source_row,version,attack_name,model_id,dataset_name,seed,num_clients,clients_per_round,federated_rounds,local_epochs,max_length,threshold,gradient_threshold,ldp_mechanism,rag_enabled,n,members,nonmembers,tp,fn,fp,tn,tpr,fpr,balanced_accuracy,advantage,auc,constant_prediction,unique_scores
b079e79da2326de3,2-firexport_basic_1789247966014.csv,133,legacy,samia,distilgpt2,squad,7,2,2,1,1,128,0.5,,,False,6,3,3,0,3,0,3,0.0,0.0,0.5,0.0,0.6666666666666666,True,4
b5e407d5c251f6b7,2-firexport_basic_1789247966014.csv,134,legacy,neighborhood,distilgpt2,squad,7,2,2,2,1,64,0.02,,,False,6,3,3,3,0,3,0,1.0,1.0,0.5,0.0,0.6666666666666666,True,6
b63073d518f1a962,2-firexport_basic_1789247966014.csv,135,legacy,recall,distilgpt2,squad,23,2,2,1,1,64,1.05,,,False,6,3,3,3,0,3,0,1.0,1.0,0.5,0.0,0.6666666666666666,True,6
b6ea098bdfa7f668,2-firexport_basic_1789247966014.csv,136,legacy,samia,distilgpt2,squad,7,2,2,1,2,64,0.5,,,False,6,3,3,0,3,0,3,0.0,0.0,0.5,0.0,0.6666666666666666,True,2
b70c07e19160aa8a,2-firexport_basic_1789247966014.csv,137,legacy,reference,distilgpt2,squad,7,2,2,1,1,128,0.25,,,False,6,3,3,1,2,0,3,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.0,False,6
b7501970e0095b75,2-firexport_basic_1789247966014.csv,138,legacy,spv_mia,distilgpt2,financial_phrasebank,7,2,2,1,1,64,0,,,False,6,3,3,3,0,3,0,1.0,1.0,0.5,0.0,0.8888888888888888,True,6
b87fe0170c4f279f,2-firexport_basic_1789247966014.csv,140,legacy,samia,distilgpt2,squad,42,2,2,1,1,64,0.5,,,False,6,3,3,0,3,0,3,0.0,0.0,0.5,0.0,0.5555555555555556,True,6
b9373c825fcb1ced,2-firexport_basic_1789247966014.csv,141,legacy,zlib,distilgpt2,nq_open,7,2,2,1,1,64,-0.0058,,,False,6,3,3,0,3,0,3,0.0,0.0,0.5,0.0,0.6666666666666666,True,6
b9cd0b73f710bfe628719b5c,2-firexport_basic_1789247966014.csv,143,legacy,amia,distilgpt2,financial_phrasebank,7,2,2,1,1,64,,1e-08,,False,6,3,3,3,0,0,3,1.0,0.0,1.0,1.0,1.0,False,2
badef0729b228ec2,2-firexport_basic_1789247966014.csv,144,legacy,min_k,distilgpt2,squad,7,8,8,1,1,64,-4.08,,,False,6,3,3,0,3,0,3,0.0,0.0,0.5,0.0,0.6666666666666666,True,6
bc4ed6fd68c97a0c,2-firexport_basic_1789247966014.csv,145,legacy,min_k,distilgpt2,squad,7,2,2,1,1,64,-4.08,,,False,6,3,3,0,3,0,3,0.0,0.0,0.5,0.0,0.6666666666666666,True,6
bf2a7c782e48d3d5,2-firexport_basic_1789247966014.csv,146,legacy,min_k_plus_plus,distilgpt2,squad,23,2,2,1,1,64,-3.25,,,False,6,3,3,3,0,3,0,1.0,1.0,0.5,0.0,0.6666666666666666,True,6
c0fcca34e3e814d6,2-firexport_basic_1789247966014.csv,147,legacy,neighborhood,distilgpt2,squad,7,2,2,1,1,64,0.02,,,False,100,50,50,50,0,50,0,1.0,1.0,0.5,0.0,0.5636,True,100
c35dcb10d09d72d4,2-firexport_basic_1789247966014.csv,148,legacy,zlib,distilgpt2,squad,101,2,2,1,1,64,-0.0058,,,False,6,3,3,1,2,1,2,0.3333333333333333,0.3333333333333333,0.5,0.0,0.7777777777777778,False,6
